4.934375e-06	0.0013603
4.935374999999999e-06	0.0013804
4.936375e-06	0.00139045
4.9373749999999995e-06	0.0013804
4.938375e-06	0.0014005
4.939375e-06	0.0014005
4.940374999999999e-06	0.0013804
4.941375e-06	0.00135025
4.942374999999999e-06	0.0013603
4.943375e-06	0.0013603
4.9443749999999996e-06	0.0013603
4.945375e-06	0.00139045
4.946375e-06	0.0013603
4.947374999999999e-06	0.0013402
4.948375e-06	0.00133015
4.9493749999999995e-06	0.0013804
4.950375e-06	0.0013603
4.951375e-06	0.0013603
4.952374999999999e-06	0.0013603
4.953375e-06	0.0013603
4.9543749999999995e-06	0.0013603
4.955375e-06	0.00137035
4.956375e-06	0.0013603
4.957374999999999e-06	0.00137035
4.958375e-06	0.00137035
4.959374999999999e-06	0.0014005
4.960375e-06	0.00137035
4.9613749999999996e-06	0.00137035
4.962375e-06	0.0013603
4.963375e-06	0.00139045
4.964374999999999e-06	0.0013402
4.965375e-06	0.0013603
4.9663749999999995e-06	0.00137035
4.967375e-06	0.00137035
4.968375e-06	0.0013603
4.969374999999999e-06	0.00137035
4.970375e-06	0.0013603
4.9713749999999995e-06	0.00139045
4.972375e-06	0.00137035
4.973375e-06	0.00139045
4.974374999999999e-06	0.00135025
4.975375e-06	0.0013804
4.9763749999999994e-06	0.0013603
4.977375e-06	0.00141055
4.978375e-06	0.0014005
4.979375e-06	0.00137035
4.980375e-06	0.0013402
4.981374999999999e-06	0.0013804
4.982375e-06	0.0014005
4.9833749999999995e-06	0.00139045
4.984375e-06	0.00139045
4.985375e-06	0.0013402
4.986374999999999e-06	0.00135025
4.987375e-06	0.0013603
4.9883749999999995e-06	0.00139045
4.989375e-06	0.00137035
4.990375e-06	0.00137035
4.991374999999999e-06	0.00137035
4.992375e-06	0.0013402
4.9933749999999994e-06	0.0013402
4.994375e-06	0.0013603
4.995375e-06	0.0013402
4.996375e-06	0.00137035
4.997375e-06	0.00139045
4.998374999999999e-06	0.00139045
4.999375e-06	0.0013804
5.0003749999999995e-06	0.00137035
5.001375e-06	0.00137035
5.002375e-06	0.00137035
5.003374999999999e-06	0.00137035
5.004375e-06	0.00141055
5.0053749999999995e-06	0.0014005
5.006375e-06	0.0013804
5.007375e-06	0.00139045
5.008374999999999e-06	0.00139045
5.009375e-06	0.00139045
5.0103749999999994e-06	0.00141055
5.011375e-06	0.0014206
5.012375e-06	0.00145075
5.013375e-06	0.00137035
5.014375e-06	0.00139045
5.015374999999999e-06	0.00141055
5.016375e-06	0.0013804
5.0173749999999995e-06	0.0014005
5.018375e-06	0.0013804
5.019375e-06	0.00139045
